color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eight Legged Freaks,2002,PG-13,17 Jul 2002,99 min,"Action, Adventure, Comedy",Ellory Elkayem,"Ellory Elkayem, Randy Kornfield, Jesse Alexander","David Arquette, Kari Wuhrer, Scott Terra","After a long absence, Chris McCormick returns to his quiet hometown of Prosperity, Arizona, to reopen his late father's mines. However, a chemical spill and lethal toxic waste have created an unstoppable army of giant spiders who prey on the unsuspecting locals, turning Prosperity into an endless buffet. Now, it's up to Chris; Sheriff Sam Parker; her son Mike; Sam's plucky daughter, Ashley; the conspiracy theorist, Harlan, and a handful of survivors to stop the hairy menace, and save the town. But, who can stand in the way of the disgusting eight-legged freaks?",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMzMzODg5MDk4OV5BMl5BanBnXkFtZTYwNTM0Nzc3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.5,"58,393",tt0271367,movie,03 Nov 2009,"$17,322,606",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Love & Other Drugs,2010,R,24 Nov 2010,112 min,"Comedy, Drama, Romance",Edward Zwick,"Charles Randolph, Edward Zwick, Marshall Herskovitz","Jake Gyllenhaal, Anne Hathaway, Judy Greer","Maggie (Hathaway) is an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie (Gyllenhaal), whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTgxOTczODEyMF5BMl5BanBnXkFtZTcwMDc0NDY4Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.7,"209,264",tt0758752,movie,01 Mar 2011,"$32,367,005",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,88 Minutes,2007,R,18 Apr 2008,108 min,"Crime, Drama, Mystery",Jon Avnet,Gary Scott Thompson,"Al Pacino, Alicia Witt, Ben McKenzie","In Seattle, the successful forensic psychiatrist and college professor Jack Gramm is in evidence since he was responsible for the condemnation of the serial killer Jon Forster, influencing the jury to sentence him to the death row. Jon accuses Jack of manipulation, inducing one witness and sister of one of his victims to testify against him. On the eve of Jon's execution, Jack receives a phone call telling him that he has only eighty-eight minutes of life, while a killer is copycatting Jon, killing women with the same ""modus-operandi"" and is investigated by Seattle Slayer Task Force. With the support of associate Shelly Barnes, an FBI agent, his friend Frank Parks, and his assistant Kim Cummings, Jack investigates some weird and problematic students, a security guard of the campus and the woman with whom he had one night stand.",English,"United States, Germany, Canada",3 nominations,https://m.media-amazon.com/images/M/MV5BMTgxOTg1NzgzMV5BMl5BanBnXkFtZTcwNTM3Mjc1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",17,5.9,"77,084",tt0411061,movie,16 Sep 2008,"$17,213,467",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Country,2005,R,21 Oct 2005,126 min,Drama,Niki Caro,"Michael Seitzman, Clara Bingham, Laura Leedy","Charlize Theron, Jeremy Renner, Frances McDormand","A fictionalized account of the first major successful sexual harassment case in the United States, Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",English,United States,Nominated for 2 Oscars. 5 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BNTM3OTEwODYzNl5BMl5BanBnXkFtZTcwNjM1NzUzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.3,"43,639",tt0395972,movie,21 Feb 2006,"$18,337,722",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Whole Ten Yards,2004,PG-13,09 Apr 2004,98 min,"Comedy, Crime, Thriller",Howard Deutch,"Mitchell Kapner, George Gallo","Bruce Willis, Matthew Perry, Natasha Henstridge","Thanks to falsified dental records supplied by his former neighbor Nicholas ""Oz"" Oseransky (Matthew Perry), retired hit man Jimmy ""The Tulip"" Tudeski (Bruce Willis) now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep: it's Oz, and he's begging them to help him rescue his wife from the Hungarian mob. To complicate matters even further, the men, who are out to get Oz, are led by Lazlo Gogolak (Kevin Pollak), a childhood rival of Jimmy's and another notorious hit man. Oz, Jimmy and Jill will have to go the whole nine yards--and then some--to manage the mounting Mafioso mayhem.","English, Hungarian, Hebrew",United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTcwMDE5NDcwNl5BMl5BanBnXkFtZTcwMjg1MzUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,5.4,"57,125",tt0327247,movie,27 Jul 2004,"$16,328,471",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Splice,2009,R,04 Jun 2010,104 min,"Horror, Sci-Fi",Vincenzo Natali,"Vincenzo Natali, Antoinette Terry Bryant, Doug Taylor","Adrien Brody, Sarah Polley, Delphine Chanéac","Two young rebellious scientists are told by their employers to halt groundbreaking work that has seen them produce new creatures with medical benefits by splicing together multiple organisms' DNA. They decide to secretly continue their work, but this time splicing in human DNA.","English, French","Canada, France, United States",4 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BMjEwODQ0MjI2OV5BMl5BanBnXkFtZTcwMTA4MjQ0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,5.8,"98,941",tt1017460,movie,05 Oct 2010,"$17,010,170",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard the Duck,1986,PG,01 Aug 1986,110 min,"Action, Adventure, Comedy",Willard Huyck,"Steve Gerber, Willard Huyck, Gloria Katz","Lea Thompson, Jeffrey Jones, Tim Robbins",A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,English,United States,5 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BZWQ5Y2FmMmItZjYzNC00Yzc5LWE0ZjYtMTI4YTA1ZGJkZjgyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,4.7,"48,348",tt0091225,movie,10 Mar 2009,"$16,295,774",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pride and Glory,2008,R,24 Oct 2008,130 min,"Crime, Drama, Thriller",Gavin O'Connor,"Joe Carnahan, Gavin O'Connor, Greg O'Connor","Edward Norton, Colin Farrell, Noah Emmerich","A family of police officers - patriarch, two sons, and a son-in-law - deals with corruption in a precinct in Washington Heights. Four officers die in an ambush at a drug dealer's apartment. It's brother Francis's precinct, so when the investigation led by brother Ray finds hints of police corruption, there's pressure to close ranks and save Frankie's career. Dad, a police brass, promises Ray that he and Frankie can clean things up, and Ray should focus on catching the drug dealer who killed the cops. Meanwhile, brother-in-law Jimmy, a hothead and an enforcer, is visited at home by a lowlife. Is Jimmy involved in the corruption? Where can this take the family?","English, Spanish","United States, Germany",2 nominations,https://m.media-amazon.com/images/M/MV5BMTI2Mjg1MDk3OV5BMl5BanBnXkFtZTcwMjU4MTM5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.6,"61,863",tt0482572,movie,27 Jan 2009,"$15,740,721",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Cave,2005,PG-13,26 Aug 2005,97 min,"Adventure, Horror, Sci-Fi",Bruce Hunt,"Michael Steinberg, Tegan West","Piper Perabo, Morris Chestnut, Cole Hauser","Decades after a rock church in communist Romania's Carpathians caved when an expedition caused a landslide and buried everyone, Dr. Nicolai's scientific team exploring the associated Templar Knights monster fighting-legend discovers a deep, flooded cave system and hires the brothers Jack and Tyler's brilliant divers team to explore it. Another explosion traps them, after finding a mysterious parasite turning all species carnivore, and later an independently evolved predator species. Jack may be infected and turning, but Tyler sticks with him, so the group splits, hunted by the monsters, which also fly.","English, Romanian","United States, Germany",N/A,https://m.media-amazon.com/images/M/MV5BM2YxNjNmYWYtMWJlYy00YmYyLThhYWUtNTFiMTkyZjhlYjU4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.1,"39,846",tt0402901,movie,03 Jan 2006,"$15,007,991",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex & Emma,2003,PG-13,20 Jun 2003,96 min,"Comedy, Romance",Rob Reiner,Jeremy Leven,"Luke Wilson, Kate Hudson, David Paymer","A romantic comedy: Alex is an author whose writer's block and gambling debts have landed him in a jam. In order get loan sharks off his back, he must finish his novel in 30 days or wind up dead. To help him complete his manuscript he hires stenographer Emma. As Alex begins to dictate his tale of a romantic love triangle to the charming yet somewhat opinionated stenographer, Emma challenges his ideas at every turn. Her unsolicited yet intriguing input begins to inadvertently influence Alex and his story and soon real life begins to imitate art.","English, French",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BODEyNDgyMjc4NF5BMl5BanBnXkFtZTYwMzI5MzI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.5,"13,648",tt0318283,movie,23 Dec 2003,"$14,218,698",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wicker Park,2004,PG-13,03 Sep 2004,114 min,"Drama, Mystery, Romance",Paul McGuigan,"Gilles Mimouni, Brandon Boyce","Josh Hartnett, Diane Kruger, Matthew Lillard","Matthew, a young advertising executive in Chicago, puts his life and a business trip to China on hold when he thinks he sees Lisa, the love of his life who walked out on him without a word two years earlier, walking out of a restaurant one day. With a little help from his friend Luke, Matthew obsessively and relentlessly tracks Lisa down and while doing so, runs into another young woman calling herself Lisa whom, unknown to Matthew, is an actress named Alex and may hold the key to Lisa's disappearance, and discovery.","English, Japanese",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZDU3ZDM5MTQtNDU5NS00NDY1LWI1ODYtMzRiYjU1MTdiNWYxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.9,"57,143",tt0324554,movie,28 Dec 2004,"$13,001,257",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fright Night,2011,R,19 Aug 2011,106 min,"Comedy, Horror",Craig Gillespie,"Marti Noxon, Tom Holland","Anton Yelchin, Colin Farrell, David Tennant","A remake of the 1985 original, teenager Charley Brewster (Yelchin) guesses that his new neighbor Jerry Dandrige (Farrell) is a vampire responsible for a string of recent deaths. When no one he knows believes him, he enlists Peter Vincent (Tennant), a self proclaimed vampire killer and Las Vegas magician, to help him take down Jerry.","English, Ukrainian","United States, India",2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTU2MDc0NDY0M15BMl5BanBnXkFtZTcwOTgzMTYyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.4,"108,975",tt1438176,movie,07 Oct 2008,"$18,302,607",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The New World,2005,PG-13,20 Jan 2006,135 min,"Biography, Drama, History",Terrence Malick,Terrence Malick,"Colin Farrell, Q'orianka Kilcher, Christopher Plummer","Captain Smith is spared his mutinous hanging sentence after captain Newport's ship arrives in 1607 to found Jamestown, an English colony in Virginia. The initially friendly natives, who have no personal property concept, turn hostile after a 'theft' is 'punished' violently on the spot. During an armed exploration, Smith is captured, but spared when the chief's favorite daughter Pocahontas pleads for the stranger who soon becomes her lover and learns to love their naive 'savage' way of harmonious life. Ultimately he returns to the grim fort, which would starve hadn't she arranged for Indian generosity. Alas, each side soon brands their own lover a traitor, so she is banished and he flogged as introduction to slavish toiling. Changes turn again, leading Smith to accept a northern-more mission and anglicized Pocahontas, believing him dead, becoming the mother of aristocratic new lover John Rolfe's son. They'll meet again for a finale in England.","English, Algonquin, Inuktitut","United States, United Kingdom",Nominated for 1 Oscar. 6 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BMTdjNjQ5ZTAtODJlZi00MzcyLWJjY2UtNDZhNTJkYjlkNGY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.7,"87,565",tt0402399,movie,09 May 2006,"$12,712,093",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wing Commander,1999,PG-13,12 Mar 1999,100 min,"Action, Adventure, Sci-Fi",Chris Roberts,"Chris Roberts, Kevin Droney","Freddie Prinze Jr., Matthew Lillard, Saffron Burrows","In the mid-27th century, the Terran Confederation is at war with the felinoid Kilrathi Empire. After destroying a Terran base, the Kilrathi have seized a NAVCOM unit with the hyperspace jump coordinates to Earth. With Terran reinforcements scheduled to arrive two hours after the Kilrathi hit Earth, it falls upon the starfighter carrier TCS Tiger Claw to keep the Kilrathi busy.",English,"Luxembourg, United States",N/A,https://m.media-amazon.com/images/M/MV5BZWYzY2JjZjItMWE0Ni00NzY5LTgwYTMtNTg1MjY0ODBkYTdiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",21,4.3,"17,060",tt0131646,movie,06 Jul 1999,"$11,578,059",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Dreams,1999,R,15 Jan 1999,100 min,"Drama, Fantasy, Thriller",Neil Jordan,"Bari Wood, Bruce Robinson, Neil Jordan","Annette Bening, Robert Downey Jr., Katie Sagona","The housewife Claire Cooper is married to the pilot Paul Cooper and their little daughter Rebecca is their pride and joy. When a stranger kidnaps a girl, Claire dreams about the man but Detective Jack Kay ignores her concerns. But when Rebecca disappears during a school play, Claire learns that her visions were actually premonitions and she is connected to the killer through her dreams. She has a nervous breakdown and tries to commit suicide. Her psychologist Dr. Silverman sends her to a mental institution and soon she finds that her husband will be the next victim of the serial-killer. Further, the serial-killer was interned in the same cell in the hospital where she is. Will Claire be able to save Paul?",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BZmU2MzgxZWItOTI4Ni00NTk2LWI3NGMtZDUwZjNlYmNlYTBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",N/A,5.5,"13,281",tt0120710,movie,29 Aug 2000,"$12,017,369",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragonball Evolution,2009,PG,10 Apr 2009,85 min,"Action, Adventure, Fantasy",James Wong,"Ben Ramsey, Akira Toriyama","Justin Chatwin, James Marsters, Chow Yun-Fat","With his beloved grandfather, Gohan, on the verge of death after demon Lord Piccolo's botched attempt to find one of the legendary Dragon Balls, eighteen-year-old Son Goku embarks on a mission to find the wise martial arts master and innovator of the Kamehameha technique, Master Roshi. Now, to thwart megalomaniac Piccolo's plans for world domination, Son Goku, along with a handful of brave defenders, must gather all seven mystical Dragon Balls before the next solar eclipse. Who will prevail in the final confrontation and the battle for Earth's future?","English, Japanese, Hindi","United Kingdom, Mexico, Hong Kong, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BYTUyNjZkMjEtYmQ5OS00NzljLThiMmQtNWIwNTM1YjUyOWNjXkEyXkFqcGdeQXVyMTI0MzA4NTgw._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,2.5,"76,158",tt1098327,movie,28 Jul 2009,"$9,362,785",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Last Stand,2013,R,18 Jan 2013,107 min,"Action, Thriller, Western",Jee-woon Kim,Andrew Knauer,"Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville","Sheriff Owens is a man who has resigned himself to a life of fighting what little crime takes place in sleepy border town Sommerton Junction after leaving his LAPD post following a bungled operation that left him wracked with failure and defeat after his partner was crippled. After a spectacular escape from an FBI prisoner convoy, the most notorious, wanted drug kingpin in the hemisphere is hurtling toward the border at 200 mph in a specially outfitted car with a hostage and a fierce army of gang members. He is headed, it turns out, straight for Summerton Junction, where the whole of U.S. law enforcement will have their last opportunity to make a stand and intercept him before he slips across the border forever. At first reluctant to become involved, and then counted out because of the perceived ineptitude of his small town force, Owens ultimately accepts responsibility for the face off.",English,"United States, South Korea",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BODc4NjI0OTYwNl5BMl5BanBnXkFtZTcwOTYwODQ3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.3,"140,653",tt1549920,movie,21 May 2013,"$12,050,299",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godsend,2004,PG-13,30 Apr 2004,102 min,"Action, Drama, Fantasy","Frank M. Calo, Nick Hamm",Mark Bomback,"Robert De Niro, Greg Kinnear, Rebecca Romijn","The 8-year-old Adam is killed in a traffic accident. His grieving parents agree to recreate him through experimental and illegal cloning, conducted by an ingenious but pushy geneticist. After eight happy years, a scary door opens between Adam II and someone from the past.",English,"Canada, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTYzNzE3MTg5Ml5BMl5BanBnXkFtZTcwMTIxNDYwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,4.8,"25,971",tt0335121,movie,17 Aug 2004,"$14,379,751",Lionsgate Films,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chasing Liberty,2004,PG-13,09 Jan 2004,111 min,"Comedy, Romance",Andy Cadiff,"Derek Guiley, David Schneiderman","Mandy Moore, Matthew Goode, Mark Harmon","Anna Foster has never had an ordinary life. At eighteen years old, she is the most protected girl in America; she is the First Daughter. Frustrated with her overprotective father, the President of the United States of America, Anna makes a deal with him: only two agents are allowed to guard her while she attends a concert in Prague. When her father backs out of his promise, Anna flies into a temper and goes on the run with Ben Calder, a handsome photographer she runs into outside of the music club. They travel together with the intention of going to the Love Parade in Berlin. Anna hasn't told Ben who she is but more importantly, Ben hasn't told her who he is. Under the orders of Anna's father, Ben is supposed to keep an eye on the rebellious girl but falling in love with her wasn't something he expected to do. Romance blossoms between the wild, sassy Anna and the cool, distant Ben as they backpack through Europe. Problem is, when it is time to go back and Anna finds out about Ben, what will happen to the two lovers?","English, French, German, Hebrew, Italian, Spanish","United States, United Kingdom, Czech Republic",5 nominations,https://m.media-amazon.com/images/M/MV5BMTU2MTg5NDg4N15BMl5BanBnXkFtZTYwMjQ1NDI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.1,"40,121",tt0360139,movie,28 Sep 2004,"$12,195,626",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoodwinked 2: Hood vs. Evil,2011,PG,29 Apr 2011,86 min,"Animation, Adventure, Comedy","Mike Disa, Zeljko Mitrovic","Cory Edwards, Todd Edwards, Tony Leech","Hayden Panettiere, Glenn Close, Patrick Warburton","Hood vs. Evil will find a teen such as Red Riding Hood who will be training in a distant land with a mysterious, covert group called the Sister Hoods. When Red and the Wolf get called upon by Nick Flippers the head of the Happily Ever After Agency over to investigate the disappearance of Hansel and Gretel.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTU0OTk4ODA3OV5BMl5BanBnXkFtZTcwMDUxMTU2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",20,4.7,"13,412",tt0844993,movie,16 Aug 2011,"$10,143,779",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,An Unfinished Life,2005,PG-13,16 Sep 2005,108 min,"Drama, Family, Romance",Lasse Hallström,"Mark Spragg, Virginia Korus Spragg","Jennifer Lopez, Robert Redford, Morgan Freeman","To escape an abusive boyfriend, without announcing her plans in advance, Jean Gilkyson takes her young daughter Griff to the Wyoming ranch of her father-in-law, Einar. Jean and Einar are disaffected, as he blames her for the death of his son in a car accident. Einar is taking care of his friend Mitch, who was attacked by a bear, and Einar does not know that he has a granddaughter. While Mitch heals and forgives the bear, Einar also changes his feelings regarding Jean, finally understanding that accidents happen and accepting her and loving Griff.",English,United States,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNzEwOGFjZWUtMjgxNy00N2NhLTg2NGYtNmEyMzVlYmEzN2UwXkEyXkFqcGdeQXVyMTI1Mzg0ODA5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,7.0,"31,898",tt0350261,movie,11 Apr 2006,"$8,586,392",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Imaginarium of Doctor Parnassus,2009,PG-13,08 Jan 2010,123 min,"Adventure, Comedy, Fantasy",Terry Gilliam,"Terry Gilliam, Charles McKeown","Christopher Plummer, Lily Cole, Heath Ledger","In London, the sideshow troupe of Doctor Parnassus promises the audience a journey to the ""Imaginarium"", an imaginary world commanded by the mind of Doctor Parnassus, where dreams come true. In the stories that Doctor Parnassus tells to his daughter Valentina, the midget Percy, and his assistant Anton, he claims to have lived for more than one thousand years; However, when he fell in love with a mortal woman, he made a deal with the devil (Mr. Nick), trading his immortality for youth. As part of the bargain, he promised his son or daughter to Mr. Nick on their sixteenth birthday. Valentina is now almost to the doomed age and Doctor Parnassus makes a new bet with Mr. Nick, whoever seduces five souls in the Imaginarium will have Valentina as a prize. Meanwhile the troupe rescues Tony, a young man that was hanged on a bridge by the Russians. Tony was chased until he finds and joins the group. Tony and Valentina fall in love with each other and the jealous Anton discovers that his competition may be a liar.","English, Russian, French","United Kingdom, France, Canada",Nominated for 2 Oscars. 5 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMTY4Njg4NTA3Nl5BMl5BanBnXkFtZTcwNzYxMzg5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.8,"151,084",tt1054606,movie,27 Apr 2010,"$7,689,607",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barney's Version,2010,R,18 Feb 2011,134 min,"Comedy, Drama",Richard J. Lewis,"Mordecai Richler, Michael Konyves","Paul Giamatti, Rosamund Pike, Jake Hoffman","Take a ride through the life and memories of Barney Panofsky, a hard-drinking, cigar-smoking, foulmouthed 65-year old hockey fanatic and television producer, as he reflects on his life's successes and (numerous) gaffes and failures as the final chapters of his own existence come sharply into focus.","English, French","Italy, Canada",Nominated for 1 Oscar. 18 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMTM4MTUwNDg0OF5BMl5BanBnXkFtZTcwMjUyODYxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.3,"25,521",tt1423894,movie,28 Jun 2011,"$4,439,201",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trapped,2015–,TV-14,19 Feb 2017,3 min,"Crime, Drama, Mystery",N/A,Baltasar Kormákur,"Ólafur Darri Ólafsson, Ilmur Kristjánsdóttir, Björn Hlynur Haraldsson","In a remote town in Iceland, Police desperately try to solve a crime as a powerful storm descends upon the town.","Icelandic, English, Danish","Iceland, Denmark, Finland, Sweden, Norway, Germany, France, United Kingdom",9 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjEwOTQ0OTIwNV5BMl5BanBnXkFtZTgwNTAwODY2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"23,075",tt3561180,series,,,,,True,3
